predicited,ground_truth
1.7229749582469858e-22,0.0
1.6020058521128576e-22,0.0
3.1664376913301866e-22,0.0
1.0,1.0
7.0451771477030685e-22,0.0
1.2874056492429193e-21,0.0
1.0,1.0
7.647988805633433e-23,0.0
1.161677326334931e-21,0.0
2.533041454342297e-22,0.0
7.740742439780595e-22,0.0
1.5301506453361633e-21,0.0
2.4665981615415555e-22,0.0
2.3948815418486905e-21,0.0
1.4023084276376724e-22,0.0
1.2979782533955044e-21,0.0
1.1811014294715262e-21,0.0
1.0,1.0
1.9068508503564e-25,0.0
2.9019145111537026e-26,0.0
1.8368730948660235e-26,0.0
5.815766090177113e-26,0.0
1.0,1.0
9.731591505008529e-26,0.0
1.9996360537309131e-25,0.0
1.0,1.0
6.2342163558680275e-27,0.0
2.881058076525549e-25,0.0
3.764162591719601e-26,0.0
9.727062950374495e-26,0.0
2.0297237016941083e-25,0.0
2.3703265694005287e-26,0.0
3.8562375737603826e-25,0.0
1.6712676174776138e-26,0.0
1.9387570692251624e-25,0.0
1.5499099029308746e-25,0.0
1.0,1.0
3.028821474394233e-22,0.0
4.747005207047268e-23,0.0
3.806810803490468e-23,0.0
1.1635750101285307e-22,0.0
1.0,1.0
1.975114214870581e-22,0.0
3.15501978169689e-22,0.0
1.0,1.0
1.487740391287989e-23,0.0
4.240703170914877e-22,0.0
1.000233029331361e-22,0.0
1.8164188772406528e-22,0.0
3.3430854836790276e-22,0.0
5.4430493692487e-23,0.0
5.631150159763902e-22,0.0
3.2639476518648523e-23,0.0
4.466823775400366e-22,0.0
3.457571794002922e-22,0.0
1.0,1.0
2.0709965344767223e-25,0.0
2.474934301739097e-26,0.0
1.8792215210039789e-26,0.0
7.202638412040468e-26,0.0
1.0,1.0
1.2519752581778153e-25,0.0
2.246879482790602e-25,0.0
1.0,1.0
7.669066134873595e-27,0.0
3.329005592503347e-25,0.0
5.99461318334236e-26,0.0
1.0280569053415564e-25,0.0
2.5396457327597827e-25,0.0
2.1668687108107367e-26,0.0
5.533992370403154e-25,0.0
1.7490297352841706e-26,0.0
3.171546490630904e-25,0.0
2.4699747702058273e-25,0.0
1.0,1.0
1.2359865998705886e-20,0.0
4.611027851797355e-21,0.0
3.8269656442607876e-21,0.0
8.295268489682232e-21,0.0
1.0,1.0
7.783889117571898e-21,0.0
1.7695913618438134e-20,0.0
1.0,1.0
2.8845060234592015e-21,0.0
3.435146990200611e-20,0.0
7.247858309179064e-21,0.0
1.0501653220219526e-20,0.0
1.8368157809263725e-20,0.0
6.280183816082032e-21,0.0
3.2382311523861074e-20,0.0
3.667631190458111e-21,0.0
1.4022083016250494e-20,0.0
1.5422701741694506e-20,0.0
1.0,1.0
2.5256432500952997e-09,0.0
7.700694304446642e-09,0.0
9.638645437348714e-09,0.0
6.398606533508655e-09,0.0
1.0,1.0
4.406207398943707e-09,0.0
6.174937006164782e-09,0.0
1.0,1.0
2.0115770382744813e-08,0.0
9.955940072359226e-09,0.0
4.574788547984099e-09,0.0
7.207510588358446e-09,0.0
4.931594244084181e-09,0.0
1.668390936515607e-08,0.0
6.403160224266458e-09,0.0
6.35999874987192e-09,0.0
1.939604921119553e-09,0.0
4.123858587945506e-09,0.0
1.0,1.0
1.732285705350572e-31,0.0
1.1797979825774418e-32,0.0
7.923025146426134e-33,0.0
3.9645286713120863e-32,0.0
1.0,1.0
8.514870829828214e-32,0.0
2.2398125618336345e-31,0.0
1.0,1.0
1.9344052586566645e-33,0.0
2.4698257732386945e-31,0.0
2.618455102632512e-32,0.0
7.14452065794187e-32,0.0
2.667260393809585e-31,0.0
1.59210380162271e-32,0.0
6.454121322455338e-31,0.0
1.1016744076166017e-32,0.0
5.745540850943509e-31,0.0
2.415688145812704e-31,0.0
1.0,1.0
1.2215109109564132e-30,0.0
1.43893391958733e-31,0.0
1.1138577747346612e-31,0.0
3.4037826011393305e-31,0.0
1.0,1.0
6.161620712151527e-31,0.0
2.367511262160637e-30,0.0
1.0,1.0
2.4095297896834635e-32,0.0
2.74738777815429e-30,0.0
2.060580236186357e-31,0.0
7.673703294201826e-31,0.0
2.723970237974045e-30,0.0
1.4835124269524338e-31,0.0
5.9187754282546985e-30,0.0
1.2058938102289027e-31,0.0
2.8019386153544817e-30,0.0
1.7956740736494546e-30,0.0
1.0,1.0
1.6847434558542318e-09,0.0
3.776585710824065e-09,0.0
4.4141059696301e-09,0.0
3.303283202527041e-09,0.0
1.0,1.0
2.740576876547607e-09,0.0
3.7700509381011216e-09,0.0
1.0,1.0
5.6156452821198855e-09,0.0
4.5920804936372406e-09,0.0
2.360335926709922e-09,0.0
3.5501908079993427e-09,0.0
3.807629322949424e-09,0.0
6.295237664488695e-09,0.0
4.491509830728546e-09,0.0
2.5799016256655705e-09,0.0
1.7567514110083948e-09,0.0
3.0236930737004286e-09,0.0
1.0,1.0
1.5850360108883202e-27,0.0
2.025590318995713e-28,0.0
1.4030586219324376e-28,0.0
4.705885115146312e-28,0.0
1.0,1.0
7.285671164547931e-28,0.0
1.6695208760552523e-27,0.0
1.0,1.0
4.725580878463831e-29,0.0
2.5663567324924012e-27,0.0
3.9042786462945882e-28,0.0
8.57300077649276e-28,0.0
1.7630089822297087e-27,0.0
1.7693006823944058e-28,0.0
3.1353351789276945e-27,0.0
1.5131148052688524e-28,0.0
2.124705366540437e-27,0.0
1.3462806905020707e-27,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
9.907269449271894e-10,0.0
2.141164578972621e-09,0.0
2.3718440544939767e-09,0.0
1.766714330386776e-09,0.0
1.0,1.0
1.6141008529757528e-09,0.0
2.128318410399288e-09,0.0
1.0,1.0
3.2623337364867666e-09,0.0
2.6857758239628993e-09,0.0
1.3224157324742691e-09,0.0
2.1797128546552358e-09,0.0
2.015981603875616e-09,0.0
3.0659712546565743e-09,0.0
2.076649963100863e-09,0.0
1.398844928779397e-09,0.0
9.092098185448094e-10,0.0
1.4318591867734654e-09,0.0
1.0,1.0
5.693717164412249e-10,0.0
2.058815784522494e-09,0.0
2.1160941887643503e-09,0.0
1.3034814339007994e-09,0.0
1.0,1.0
8.354397729171126e-10,0.0
1.2146701422466322e-09,0.0
1.0,1.0
4.400579900476487e-09,0.0
2.447965163909771e-09,0.0
1.0152007012820263e-09,0.0
1.3662686537685431e-09,0.0
1.0463963029394563e-09,0.0
4.548998511211266e-09,0.0
1.072496758069974e-09,0.0
1.5667634967186927e-09,0.0
3.8488087716892494e-10,0.0
8.390472761021783e-10,0.0
1.0,1.0
4.849879178814298e-13,0.0
2.688240526450142e-13,0.0
2.068269465199321e-13,0.0
4.028228759670599e-13,0.0
1.0,1.0
6.502432056340601e-13,0.0
7.789089468898669e-13,0.0
1.0,1.0
1.7825110419818213e-13,0.0
7.875810463867094e-13,0.0
3.076526934684548e-13,0.0
6.871854430975932e-13,0.0
1.05723806445579e-12,0.0
2.783691788361964e-13,0.0
1.1474831501656624e-12,0.0
1.8395009094510778e-13,0.0
6.884028395069686e-13,0.0
8.487906558163338e-13,0.0
1.0,1.0
4.77470774029598e-09,0.0
1.4272844239826554e-08,0.0
1.7251904793624817e-08,0.0
1.1208847183752368e-08,0.0
0.9999998807907104,1.0
9.13348774389533e-09,0.0
1.1445782988062092e-08,0.0
0.9999998807907104,1.0
2.6428672583733714e-08,0.0
1.578010788705342e-08,0.0
7.765696530270816e-09,0.0
1.3793666653327818e-08,0.0
1.1222709872527048e-08,0.0
2.6081687920509466e-08,0.0
1.264349602791981e-08,0.0
9.957363822366005e-09,0.0
4.440003475991716e-09,0.0
8.56612025756931e-09,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
2.362083709391928e-20,0.0
2.1306460057004067e-20,0.0
1.609357753021769e-20,0.0
1.717281073829071e-20,0.0
1.0,1.0
2.0571752420820786e-20,0.0
4.89962373581629e-20,0.0
1.0,1.0
1.1241344134917299e-20,0.0
8.07586448675751e-20,0.0
1.3225344912061405e-20,0.0
3.7379597178803747e-20,0.0
4.9568681884966543e-20,0.0
2.5537096302539267e-20,0.0
6.158388741025701e-20,0.0
1.5104335756676758e-20,0.0
2.2416883790284017e-20,0.0
3.268849436630214e-20,0.0
1.0,1.0
2.2647621555904607e-09,0.0
6.790332740536087e-09,0.0
8.720672184381328e-09,0.0
5.3850230941066e-09,0.0
1.0,1.0
3.66658370332118e-09,0.0
4.9956212500035235e-09,0.0
1.0,1.0
1.611434718995497e-08,0.0
8.10209144219698e-09,0.0
3.827938410694287e-09,0.0
6.3174541153898645e-09,0.0
4.218586369120203e-09,0.0
1.400273763607629e-08,0.0
5.547141856965254e-09,0.0
5.399638070002766e-09,0.0
1.7729323564807942e-09,0.0
3.343643140141239e-09,0.0
1.0,1.0
1.4933916325787777e-09,0.0
5.221473919903019e-09,0.0
5.819267734352707e-09,0.0
3.5195544256794165e-09,0.0
1.0,1.0
2.5917483714721357e-09,0.0
3.380593138757604e-09,0.0
1.0,1.0
1.1952643319546041e-08,0.0
6.434563992741005e-09,0.0
2.6197646274539466e-09,0.0
4.212483251109234e-09,0.0
2.9388080857728482e-09,0.0
1.0793885785176371e-08,0.0
3.4527967152087058e-09,0.0
3.8425538306796625e-09,0.0
1.2144916183842724e-09,0.0
2.313892633054593e-09,0.0
1.0,1.0
2.806706256297531e-10,0.0
1.2136812665985985e-09,0.0
1.158502627163216e-09,0.0
6.171472222149532e-10,0.0
1.0,1.0
4.0373271392724064e-10,0.0
6.117200079813756e-10,0.0
1.0,1.0
2.3916184588301803e-09,0.0
1.3004344268097157e-09,0.0
5.476450959385204e-10,0.0
6.936113350342055e-10,0.0
5.572409200738093e-10,0.0
2.750285110764139e-09,0.0
5.320760498861432e-10,0.0
8.503929782577302e-10,0.0
2.070933424747068e-10,0.0
4.1973230446856746e-10,0.0
1.0,1.0
5.139551895183558e-09,0.0
1.216678668924942e-08,0.0
1.6912576228378384e-08,0.0
1.1248682874054339e-08,0.0
0.9999998807907104,1.0
8.435647735893781e-09,0.0
1.111154723787422e-08,0.0
0.9999998807907104,1.0
2.4404979370729052e-08,0.0
1.48602756766536e-08,0.0
8.000569984289996e-09,0.0
1.1407859545897736e-08,0.0
1.0849491971498537e-08,0.0
2.24634177925509e-08,0.0
1.156441165051092e-08,0.0
8.906557269483528e-09,0.0
4.156757160700408e-09,0.0
8.304991361285374e-09,0.0
1.0,1.0
4.986479562596458e-10,0.0
1.960728690519886e-09,0.0
2.0505273035098526e-09,0.0
1.1172982539164877e-09,0.0
1.0,1.0
7.716393080059447e-10,0.0
1.0625097468519584e-09,0.0
1.0,1.0
4.4431036627656795e-09,0.0
2.1623045576291133e-09,0.0
9.367302489238227e-10,0.0
1.2907352964219854e-09,0.0
9.521261556955096e-10,0.0
4.744757919894482e-09,0.0
9.852170190782772e-10,0.0
1.4312774299085618e-09,0.0
3.580143126402646e-10,0.0
7.358021414383131e-10,0.0
1.0,1.0
6.928616014256761e-10,0.0
1.5596880453827566e-09,0.0
1.5215627646725238e-09,0.0
1.3733333359411404e-09,0.0
1.0,1.0
9.384721888494596e-10,0.0
1.4030373529649864e-09,0.0
1.0,1.0
2.3103867707874315e-09,0.0
1.937420002207091e-09,0.0
1.0279319617723104e-09,0.0
1.4157983674323305e-09,0.0
1.2707872532047304e-09,0.0
2.1855950382843048e-09,0.0
1.4695911154660735e-09,0.0
9.736274009242152e-10,0.0
5.761525700975767e-10,0.0
1.192717702380719e-09,0.0
1.0,1.0
4.485242843799142e-09,0.0
1.2119538261856633e-08,0.0
1.8189210138075396e-08,0.0
1.0674361838880486e-08,0.0
0.9999998807907104,1.0
8.214532165595756e-09,0.0
1.0469298317161702e-08,0.0
0.9999998807907104,1.0
2.5209374143742025e-08,0.0
1.470214261445335e-08,0.0
6.725485057756941e-09,0.0
1.1817514966594445e-08,0.0
9.321715843668699e-09,0.0
2.3303702079147115e-08,0.0
1.3030620138465565e-08,0.0
8.565826270512389e-09,0.0
3.936454273656409e-09,0.0
7.626483444767018e-09,0.0
1.0,1.0
3.0738628309379123e-10,0.0
1.2608377675249471e-09,0.0
1.2300154228483962e-09,0.0
6.930532259197264e-10,0.0
1.0,1.0
4.2079925655080785e-10,0.0
6.246649308927488e-10,0.0
1.0,1.0
2.7249658085537476e-09,0.0
1.3069867410564484e-09,0.0
5.872158870268152e-10,0.0
7.199716378636367e-10,0.0
5.666254132563608e-10,0.0
2.9954851932245674e-09,0.0
5.692696869452618e-10,0.0
9.278570689552623e-10,0.0
2.141955918188998e-10,0.0
4.324897939778083e-10,0.0
1.0,1.0
4.844732722524391e-38,0.0
0.0,0.0
0.0,0.0
6.194259094045956e-39,0.0
1.0,1.0
1.0965224943071053e-38,0.0
5.196053381554037e-38,0.0
1.0,1.0
0.0,0.0
1.0318066636408237e-37,0.0
0.0,0.0
1.8613664702888515e-38,0.0
5.961305275518748e-38,0.0
0.0,0.0
2.0245457987195343e-37,0.0
0.0,0.0
6.330641027605755e-38,0.0
4.1334361443703494e-38,0.0
1.0,1.0
4.458961954008356e-13,0.0
2.3048888644038035e-13,0.0
2.2074810241464599e-13,0.0
3.546406874763153e-13,0.0
1.0,1.0
5.946062327406854e-13,0.0
7.261600175334504e-13,0.0
1.0,1.0
1.6236357148081276e-13,0.0
5.689746091809555e-13,0.0
2.872439157190765e-13,0.0
4.67899915861103e-13,0.0
7.938126610033958e-13,0.0
2.1341678153440763e-13,0.0
8.917434932836921e-13,0.0
1.75668737911229e-13,0.0
6.582557307392711e-13,0.0
9.111666499431181e-13,0.0
1.0,1.0
4.062695180273579e-10,0.0
1.7280679109887842e-09,0.0
1.6702176308669436e-09,0.0
9.566679670669487e-10,0.0
1.0,1.0
5.732029295657526e-10,0.0
8.721616207019167e-10,0.0
1.0,1.0
3.453817676302151e-09,0.0
1.8480783570140602e-09,0.0
7.592763084929288e-10,0.0
1.0401421945971379e-09,0.0
8.077492008595755e-10,0.0
3.6517524559798176e-09,0.0
8.209029567218806e-10,0.0
1.1998663174139779e-09,0.0
2.9515470623131534e-10,0.0
5.890971599420425e-10,0.0
1.0,1.0
2.806550578102362e-29,0.0
2.981919966002103e-30,0.0
2.0875209210151128e-30,0.0
7.074071588785225e-30,0.0
1.0,1.0
1.3343560364545608e-29,0.0
3.967000707720001e-29,0.0
1.0,1.0
5.957166979713006e-31,0.0
5.572046950174573e-29,0.0
6.340189212629008e-30,0.0
1.6466667922589947e-29,0.0
3.7424941513231197e-29,0.0
3.4397714421445576e-30,0.0
9.343818847771024e-29,0.0
2.1296844927858872e-30,0.0
5.455151428493774e-29,0.0
2.8170839102653914e-29,0.0
1.0,1.0
4.9047530902186776e-14,0.0
3.3173042492205124e-14,0.0
3.757457127558095e-14,0.0
4.535039132961584e-14,0.0
1.0,1.0
6.855944983822151e-14,0.0
1.015884357430212e-13,0.0
1.0,1.0
2.6795570496067518e-14,0.0
9.455890253749419e-14,0.0
3.5962599814320234e-14,0.0
7.293954529990002e-14,0.0
1.0508363249657135e-13,0.0
4.649620667868462e-14,0.0
1.1952202736646017e-13,0.0
2.5050309930226868e-14,0.0
5.957286394872238e-14,0.0
7.7770756956759e-14,0.0
1.0,1.0
4.594241931332732e-10,0.0
1.777954450332686e-09,0.0
1.7577734823248647e-09,0.0
9.636931252998693e-10,0.0
1.0,1.0
6.287410592165088e-10,0.0
8.792787609124275e-10,0.0
1.0,1.0
3.849456753357572e-09,0.0
1.968421647902119e-09,0.0
8.404422713326198e-10,0.0
1.1576366532040083e-09,0.0
8.080049962444491e-10,0.0
3.9101961668563945e-09,0.0
8.884038504852754e-10,0.0
1.3555121469721598e-09,0.0
3.093725553515725e-10,0.0
6.407983033085429e-10,0.0
1.0,1.0
8.901001389340982e-17,0.0
3.374240448682231e-17,0.0
3.951332929197201e-17,0.0
5.067132077593251e-17,0.0
1.0,1.0
8.856327680562708e-17,0.0
1.3751843272980603e-16,0.0
1.0,1.0
2.177111248098742e-17,0.0
1.7236900777454318e-16,0.0
5.881430179286378e-17,0.0
1.0239013014004298e-16,0.0
1.5113530792008656e-16,0.0
5.479001848195655e-17,0.0
1.9049909950092124e-16,0.0
2.9189476663877336e-17,0.0
1.3740830521177317e-16,0.0
1.2628116425593845e-16,0.0
1.0,1.0
4.148460971069788e-22,0.0
2.096451371948649e-22,0.0
1.7861851835137695e-22,0.0
2.2143022686966197e-22,0.0
1.0,1.0
3.115515899482829e-22,0.0
8.095349174411627e-22,0.0
1.0,1.0
1.0090628441068084e-22,0.0
1.232454886006221e-21,0.0
1.7685974980774308e-22,0.0
5.2164723613978865e-22,0.0
7.443745017989278e-22,0.0
2.432974511623884e-22,0.0
1.0333906202262279e-21,0.0
1.5514325474589903e-22,0.0
3.9080752370630064e-22,0.0
5.1760942950830955e-22,0.0
1.0,1.0
4.338830184025255e-09,0.0
1.1523919596356791e-08,0.0
1.795447701624653e-08,0.0
1.0083812895800293e-08,0.0
0.9999998807907104,1.0
7.859169315338477e-09,0.0
1.0533494076980787e-08,0.0
0.9999998807907104,1.0
2.3939746185419608e-08,0.0
1.4186914754077407e-08,0.0
6.870819913018522e-09,0.0
1.1979164327158287e-08,0.0
1.0173974551719311e-08,0.0
2.294420653470297e-08,0.0
1.0787258197808569e-08,0.0
9.095519892809989e-09,0.0
3.7430245569680665e-09,0.0
7.818874436793521e-09,0.0
1.0,1.0
7.659162748474557e-10,0.0
2.832354351056665e-09,0.0
3.0146634077965473e-09,0.0
1.8624521924692772e-09,0.0
1.0,1.0
1.1628749074787947e-09,0.0
1.7333594559687526e-09,0.0
1.0,1.0
5.993979090845869e-09,0.0
3.1010647383311607e-09,0.0
1.31437893902131e-09,0.0
1.880797739772788e-09,0.0
1.497024948449166e-09,0.0
5.723685525538258e-09,0.0
1.623672973849466e-09,0.0
2.0139139245145543e-09,0.0
5.859851492928669e-10,0.0
1.0949502415869006e-09,0.0
1.0,1.0
1.06760666973571e-09,0.0
3.393002323548444e-09,0.0
3.98745481078322e-09,0.0
2.4088826489077064e-09,0.0
1.0,1.0
1.6399884783524499e-09,0.0
2.263052190087933e-09,0.0
1.0,1.0
8.677664808942609e-09,0.0
4.011285081872984e-09,0.0
1.9431969366934254e-09,0.0
2.8233200222160804e-09,0.0
1.8040252625084463e-09,0.0
7.581580696580659e-09,0.0
2.2125397070027475e-09,0.0
2.6630100347091457e-09,0.0
7.257969780738449e-10,0.0
1.4668215531088435e-09,0.0
1.0,1.0
5.553557169690748e-09,0.0
9.845281034870368e-09,0.0
1.3651623831378856e-08,0.0
1.0586809651158546e-08,0.0
0.9999998807907104,1.0
1.0555436524839479e-08,0.0
1.1535905564130644e-08,0.0
0.9999998807907104,1.0
1.3488098637992607e-08,0.0
1.2763822887507104e-08,0.0
6.568248167582169e-09,0.0
1.2926920867073477e-08,0.0
1.3075783122928897e-08,0.0
1.4109412305174374e-08,0.0
1.5107021411608912e-08,0.0
6.740188851495077e-09,0.0
6.2357843333415985e-09,0.0
1.0947502460112446e-08,0.0
1.0,1.0
1.1135856681221412e-09,0.0
2.4251838315336727e-09,0.0
3.3255420639477506e-09,0.0
2.2008639355419746e-09,0.0
1.0,1.0
1.7956351960890515e-09,0.0
2.48707943129034e-09,0.0
1.0,1.0
4.821508969854449e-09,0.0
3.410195681396999e-09,0.0
1.730096177432472e-09,0.0
2.6527089413974636e-09,0.0
2.3496722345583976e-09,0.0
5.214517262430718e-09,0.0
2.6843212097560354e-09,0.0
1.7934206342218317e-09,0.0
9.561753611109225e-10,0.0
1.7266149621164573e-09,0.0
1.0,1.0
3.699511688339723e-15,0.0
2.3515705611335414e-15,0.0
2.1979585950501323e-15,0.0
3.073280325160358e-15,0.0
1.0,1.0
3.9788047090708305e-15,0.0
5.771266185897227e-15,0.0
1.0,1.0
1.4738787269577796e-15,0.0
5.764621212426017e-15,0.0
3.039480745949596e-15,0.0
3.4764434440979347e-15,0.0
4.719093293762723e-15,0.0
2.653136101454464e-15,0.0
5.658323236226812e-15,0.0
1.4742216694222992e-15,0.0
4.118516440973323e-15,0.0
5.153573761859133e-15,0.0
1.0,1.0
1.5205699199771772e-10,0.0
2.2225118967433843e-10,0.0
2.407342658550249e-10,0.0
2.286362627001992e-10,0.0
1.0,1.0
2.2407466160334621e-10,0.0
2.8482421976505634e-10,0.0
1.0,1.0
3.252701719080875e-10,0.0
3.4081129585139536e-10,0.0
1.6544018932584947e-10,0.0
2.9376240329170855e-10,0.0
2.7782059985881347e-10,0.0
3.2816538375612936e-10,0.0
2.886051952977198e-10,0.0
1.7304549460028795e-10,0.0
1.3174453195041735e-10,0.0
2.2164878266117682e-10,0.0
1.0,1.0
2.6528506058554058e-09,0.0
7.828425907518977e-09,0.0
9.37706801096283e-09,0.0
6.401719598869704e-09,0.0
1.0,1.0
4.31630509112324e-09,0.0
6.344684333470241e-09,0.0
1.0,1.0
1.7103975125110082e-08,0.0
9.564895542268914e-09,0.0
4.42891501251097e-09,0.0
6.3332343813726766e-09,0.0
4.996469016305127e-09,0.0
1.49801113735748e-08,0.0
6.146371411830387e-09,0.0
6.007266684093793e-09,0.0
2.2009731814875977e-09,0.0
3.854636609901263e-09,0.0
1.0,1.0
4.620182847414611e-10,0.0
1.0994265497998867e-09,0.0
1.1007673661467265e-09,0.0
9.699963054998761e-10,0.0
1.0,1.0
8.129052431193884e-10,0.0
1.158785400967588e-09,0.0
1.0,1.0
1.6040161421315702e-09,0.0
1.331707633056567e-09,0.0
7.273407987007374e-10,0.0
1.157296702913868e-09,0.0
1.1365134389151876e-09,0.0
1.5428850419496598e-09,0.0
1.205672672810465e-09,0.0
6.924137374575423e-10,0.0
5.231410304951112e-10,0.0
9.35735600116061e-10,0.0
1.0,1.0
2.508517005228583e-10,0.0
1.079812239623834e-09,0.0
1.0039016284935087e-09,0.0
5.598766450454207e-10,0.0
1.0,1.0
3.2455005349874e-10,0.0
4.94049801069707e-10,0.0
1.0,1.0
2.1044657128044264e-09,0.0
1.1338415761841247e-09,0.0
4.575457790423343e-10,0.0
5.834078775635021e-10,0.0
4.786193663619542e-10,0.0
2.3492690015558537e-09,0.0
4.4492837192322554e-10,0.0
7.804999424543269e-10,0.0
1.7702621313286926e-10,0.0
3.3939004384642146e-10,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
1.3888514782678385e-09,0.0
3.781480018005823e-09,0.0
5.114098478031792e-09,0.0
2.7705133742728094e-09,0.0
1.0,1.0
2.165338131021599e-09,0.0
2.7866191576464416e-09,0.0
1.0,1.0
7.5798602949817e-09,0.0
4.660348995599861e-09,0.0
2.202619420188512e-09,0.0
3.4335154719400407e-09,0.0
2.8458762013627847e-09,0.0
8.27073609599438e-09,0.0
3.0238600512433322e-09,0.0
2.8847160216116663e-09,0.0
1.1034601010706524e-09,0.0
2.2719095493783925e-09,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
8.333294239306978e-29,0.0
9.561929962583048e-30,0.0
6.3015611517073146e-30,0.0
1.8128613056912455e-29,0.0
1.0,1.0
4.487730034964776e-29,0.0
1.2998663325471973e-28,0.0
1.0,1.0
1.518270666431672e-30,0.0
1.1493794630001257e-28,0.0
1.5585571523993247e-29,0.0
4.988733325680719e-29,0.0
1.1870866435281758e-28,0.0
7.679534310419193e-30,0.0
2.034697800961477e-28,0.0
6.888566167005123e-30,0.0
1.1299812558590144e-28,0.0
8.706075433783249e-29,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
3.959880401662918e-21,0.0
2.0516803475119613e-21,0.0
1.241012853002842e-21,0.0
2.3270678777487225e-21,0.0
1.0,1.0
2.382352865573745e-21,0.0
5.956424193417783e-21,0.0
1.0,1.0
7.679038623298421e-22,0.0
9.24578383183019e-21,0.0
1.2695609844780958e-21,0.0
4.2943776203158006e-21,0.0
6.187915615381506e-21,0.0
2.0699976724876442e-21,0.0
8.811356490494297e-21,0.0
1.4265999918860985e-21,0.0
3.2636144496402615e-21,0.0
4.644534321160721e-21,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
2.5941178103051e-16,0.0
1.0522407077098435e-16,0.0
1.1583569953418622e-16,0.0
1.6540498081490414e-16,0.0
1.0,1.0
2.306191459198662e-16,0.0
4.32816921857782e-16,0.0
1.0,1.0
7.141523375480668e-17,0.0
4.7324313098249e-16,0.0
1.5597688207214314e-16,0.0
3.119259444059249e-16,0.0
4.725972683602086e-16,0.0
1.5046226083415421e-16,0.0
5.2589263434100835e-16,0.0
9.222799793914732e-17,0.0
3.349874222465481e-16,0.0
3.824523692838209e-16,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
1.2041194015063364e-31,0.0
1.1884617432849866e-32,0.0
7.651246444412206e-33,0.0
2.3537850557683874e-32,0.0
1.0,1.0
4.042259410754561e-32,0.0
1.8257818223779698e-31,0.0
1.0,1.0
1.575037901169075e-33,0.0
3.2000713109327894e-31,0.0
1.831340411902062e-32,0.0
8.085062487646377e-32,0.0
1.7895394507511573e-31,0.0
1.2309585823978986e-32,0.0
4.366543977711386e-31,0.0
9.097248493981595e-33,0.0
1.9011217238603069e-31,0.0
1.1847821667870046e-31,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
